image,method,tp,fp,fn,tn,iou,dice,precision,recall,specificity,accuracy
IMG_6516-1,TAFE_channel,2038,625,806,62067,0.587489189980182,0.740148901402939,0.7653022906584566,0.7165963431885867,0.9900306259171984,0.9781646728515958
IMG_6516-1,TAFE_spatial,2501,3059,343,59633,0.4236828731251282,0.5951927653546502,0.4498201438947874,0.8793952180070536,0.9512058954891355,0.9480895996094542
IMG_6516-1,TAFE_full,1958,651,886,62041,0.5602288984389062,0.7181368054333737,0.7504791107799741,0.6884669479715729,0.9896158999553538,0.9765472412109732
IMG_6516-2,Otsu,2120,26923,102,36391,0.0727397495314025,0.13561490484843877,0.07299521399623662,0.95409540954302,0.5747701930069578,0.5876312255865668
IMG_6516-2,Adaptive,2099,23136,123,40178,0.08277466677544452,0.15289361547454966,0.08317812562281283,0.9446444644489359,0.6345831885528721,0.6450958251958541
IMG_6516-2,Canny,1504,35306,718,28008,0.040076742701342795,0.07706497233276013,0.040858462376960454,0.6768676867832194,0.4423666171787561,0.4503173828133388
IMG_6516-2,Blackhat,2103,15609,119,47705,0.11794066513870258,0.21099628775353166,0.11873306233559883,0.9464446444668567,0.7534668477749732,0.7600097656253662
IMG_6516-2,UNet_no_TAFE,2113,13113,109,50201,0.13778937072619635,0.24220541036656232,0.13877577827966125,0.9509450945116587,0.7928894083460326,0.7982482910159329
IMG_6516-2,TAFE_channel,1710,2233,512,61081,0.38383838385221464,0.5547445255546676,0.4336799391470028,0.7695769577061398,0.9647313390403943,0.9581146240235014
IMG_6516-2,TAFE_spatial,2056,10592,166,52722,0.16044950835679372,0.2765299260304201,0.1625553447251537,0.9252925292562875,0.8327068262946067,0.8358459472658755
IMG_6516-2,TAFE_full,1691,2306,531,61008,0.3734540636180775,0.5438173339838589,0.4230673004897907,0.761026102621016,0.9635783554980516,0.9567108154297536
IMG_6516-3,Otsu,2379,23735,73,39349,0.09084660327990664,0.16656164671579302,0.09110055909056022,0.9702283849930575,0.6237556274180082,0.6367187500005543
IMG_6516-3,Adaptive,2330,19932,122,43152,0.10409220872451709,0.18855709314886882,0.10466265385363101,0.9502446982075756,0.6840403271833048,0.694000244141092
IMG_6516-3,Canny,2064,27367,388,35717,0.06921761293447393,0.12947338707421047,0.07013013489494026,0.8417618270863881,0.5661815991383454,0.5764923095709588
IMG_6516-3,Blackhat,2396,10605,56,52479,0.18350310179073673,0.3101015983995981,0.18429351588966775,0.9771615008165921,0.8318908122505994,0.8373260498049357
IMG_6516-3,UNet_no_TAFE,2318,5366,134,57718,0.29649526734079695,0.4573796369430013,0.3016657990720762,0.9453507340968454,0.9149388117432076,0.916076660156378
IMG_6516-3,TAFE_channel,915,82,1537,63002,0.36108918708125143,0.5305885764125663,0.9177532597875875,0.37316476348396554,0.9987001458372984,0.9752960205078502
IMG_6516-3,TAFE_spatial,2307,4070,145,59014,0.3537258509758705,0.5225959904913059,0.3617688568392384,0.940864600328676,0.9354828482659066,0.9356842041016606
IMG_6516-3,TAFE_full,1156,122,1296,62962,0.4491064491278514,0.6198391421013448,0.9045383411655291,0.4714518760411317,0.9980660706359805,0.978363037109408
IMG_6516-4,Otsu,2454,21569,65,41448,0.10187645300937447,0.18491447517449733,0.1021521042371804,0.9741961095683129,0.6577272799408768,0.6698913574223787
IMG_6516-4,Adaptive,2371,21087,148,41930,0.10044056596161804,0.18254609847487183,0.10107426038408612,0.9412465264016973,0.6653760096487212,0.6759796142583069
IMG_6516-4,Canny,1965,31961,554,31056,0.05698955916746813,0.10783372204936799,0.05792017921635937,0.780071456936083,0.4928193979410432,0.5038604736335696
IMG_6516-4,Blackhat,2431,13601,88,49416,0.15080645161817116,0.26208829713081727,0.15163423154221783,0.9650655021847929,0.784169351127816,0.7911224365237562
IMG_6516-4,UNet_no_TAFE,2148,6917,371,56100,0.2276388300209025,0.3708563535965913,0.23695532267802583,0.8527193330745249,0.8902359680722817,0.8887939453126696
IMG_6516-4,TAFE_channel,974,67,1545,62950,0.37664346483462324,0.5471910112486744,0.9356388088438387,0.3866613735852854,0.9989367948331419,0.9754028320312875
IMG_6516-4,TAFE_spatial,2145,5835,374,57182,0.2567632272054493,0.40861034384790346,0.2687969924903659,0.85152838428537,0.9074059380803475,0.905258178711082
IMG_6516-4,TAFE_full,1194,82,1325,62935,0.45905420994005947,0.629249011867477,0.9357366771210238,0.47399761812330304,0.9986987638256364,0.9785308837890953
IMG_6522-1,Otsu,1986,22710,32,40808,0.08031381430329863,0.1486860822072745,0.08041788144201321,0.9841427155607462,0.6424635536389016,0.6529846191411545
IMG_6522-1,Adaptive,1923,22315,95,41203,0.07902847984597448,0.1464808043908193,0.07933822923063232,0.9529236868209652,0.6486822632959969,0.6580505371098968
IMG_6522-1,Canny,1530,16916,488,46602,0.08080701384239565,0.14953088350689242,0.08294481188830671,0.7581764123013788,0.7336817909888005,0.7344360351566552
IMG_6522-1,Blackhat,1960,14568,58,48950,0.1181719522542013,0.21136633236702593,0.11858664085722055,0.9712586719538524,0.7706476904188252,0.7768249511722155
IMG_6522-1,UNet_no_TAFE,1193,839,825,62679,0.4175708785643133,0.5891358024792805,0.587106299232918,0.5911793855504867,0.9867911458169546,0.9746093750000387
IMG_6522-1,TAFE_channel,854,268,1164,63250,0.3735783027395635,0.5439490446005112,0.761140819985638,0.4231912785221411,0.9957807235744265,0.9781494140625333
IMG_6522-1,TAFE_spatial,1183,520,835,62998,0.46611505124246994,0.6358505778114525,0.694656488567548,0.5862239841632199,0.9918133442488872,0.979324340820344
IMG_6522-1,TAFE_full,948,217,1070,63301,0.424161073851268,0.5956644674962092,0.8137339055953876,0.46977205156244933,0.9965836455807856,0.9803619384765925
IMG_6522-3,Otsu,2041,33516,55,29924,0.05731214197726241,0.10841101638884441,0.05740079309543156,0.9737595419859849,0.47168978562504466,0.48774719238359415
IMG_6522-3,Adaptive,1971,22519,125,40921,0.08007312614633325,0.14827352742365052,0.08048182932184368,0.9403625954226927,0.6450346784368773,0.6544799804692772
IMG_6522-3,Canny,1416,22624,680,40816,0.05728155340187184,0.10835629017788354,0.05890183028677662,0.6755725190994479,0.6433795712489858,0.6444091796880426
IMG_6522-3,Blackhat,2051,19884,45,43556,0.09331210191495308,0.17069618409899423,0.09350353317030542,0.9785305343521693,0.6865699873901536,0.6959075927739015
IMG_6522-3,UNet_no_TAFE,1866,3375,230,60065,0.34107110218714914,0.5086547635340241,0.35603892388177755,0.8902671755777545,0.9468001261034886,0.9449920654297714
IMG_6522-3,TAFE_channel,856,119,1240,63321,0.38645598196900877,0.5574731358007987,0.877948717961236,0.4083969465931108,0.998124211853723,0.9792633056640941
IMG_6522-3,TAFE_spatial,1873,2892,223,60548,0.37550120289944866,0.5459845503637081,0.3930745015867141,0.8936068702340837,0.9544136191677894,0.952468872070385
IMG_6522-3,TAFE_full,929,97,1167,63343,0.4236206110613944,0.5951313260859984,0.9054580896778305,0.44322519086625833,0.9984709962169003,0.9807128906250294
IMG_6526-1,Otsu,1246,40143,5,24142,0.0301009808208192,0.05844277673766781,0.030104617171156336,0.9960031974423659,0.3755463949609154,0.38739013671968475
IMG_6526-1,Adaptive,1178,18276,73,46009,0.060326727100628225,0.11378893987387688,0.06055309962444457,0.9416466826585415,0.7157035078171957,0.7200164794926147
IMG_6526-1,Canny,1011,4352,240,59933,0.18043905052328327,0.3057151496929889,0.1885138914937812,0.8081534772335608,0.9323014700164388,0.9299316406251069
IMG_6526-1,Blackhat,1180,2767,71,61518,0.2936784470061305,0.4540207772325121,0.29896123639982364,0.943245403681595,0.9569572995256173,0.9566955566406911
IMG_6526-1,UNet_no_TAFE,980,330,271,63955,0.6198608475888766,0.7653260445230252,0.7480916030726646,0.7833733013762291,0.9948666096290039,0.9908294677734515
IMG_6526-1,TAFE_channel,805,105,446,64180,0.5936578171391107,0.7450254511918083,0.8846153846280642,0.6434852118590338,0.9983666485183195,0.9915924072265754
IMG_6526-1,TAFE_spatial,872,136,379,64149,0.628695025261089,0.7720230190450632,0.8650793650927501,0.6970423661313315,0.9978844209380137,0.9921417236328245
IMG_6526-1,TAFE_full,722,49,529,64236,0.5553846154188166,0.7141444114879256,0.9364461738085025,0.577138289402307,0.999237769308549,0.9911804199218884
IMG_6526-2,Otsu,1318,42569,12,21637,0.030023462951251686,0.058296658338549,0.03003167225139556,0.990977443609701,0.33699342740657107,0.35026550293067893
IMG_6526-2,Adaptive,1262,23298,68,40908,0.051242488228637154,0.09748937814176326,0.05138436482470935,0.948872180454972,0.6371367161953133,0.643463134766169
IMG_6526-2,Canny,1089,9595,241,54611,0.0996796338755178,0.18128849676060188,0.10192811681858922,0.8187969924948273,0.8505591377755185,0.849914550781479
IMG_6526-2,Blackhat,1314,14692,16,49514,0.0820122331851079,0.15159206276446935,0.0820942146752337,0.9879699248129346,0.7711740335797727,0.7755737304690925
IMG_6526-2,UNet_no_TAFE,707,44,623,64162,0.5145560407922448,0.6794810187563921,0.9414114514059372,0.5315789474036406,0.9993147057907371,0.989822387695328
IMG_6526-2,TAFE_channel,806,51,524,64155,0.5836350470974919,0.7370827617861417,0.940490081687224,0.6060150376236079,0.9992056817119908,0.9912261962890759
IMG_6526-2,TAFE_spatial,657,24,673,64182,0.48522895129355764,0.6534062655567675,0.9647577092562764,0.4939849624440612,0.9996262031585839,0.9893646240234537
IMG_6526-2,TAFE_full,709,27,621,64179,0.5224760501457276,0.6863504356395765,0.9633152173962887,0.5330827068020239,0.9995794785534069,0.9901123046875151
IMG_6526-3,Otsu,784,40524,1,24227,0.018978915008789902,0.03725084931214869,0.018979374457686212,0.9987261146498438,0.3741563836861606,0.3816375732431311
IMG_6526-3,Adaptive,761,24702,24,40049,0.02985835916730153,0.05798537031751758,0.029886501987079737,0.9694267515962514,0.6185078222736042,0.6227111816412007
IMG_6526-3,Canny,678,14667,107,50084,0.04387781517574502,0.08406695598831948,0.04418377322226012,0.8636942675332874,0.7734861237667782,0.774566650390969
IMG_6526-3,Blackhat,776,18574,9,46177,0.04008471512454111,0.07707971194895913,0.04010335917808732,0.9885350318485943,0.7131472873010253,0.7164459228519952
IMG_6526-3,UNet_no_TAFE,507,153,278,64598,0.5405117271278772,0.7017301038268698,0.7681818182169422,0.6458598726565784,0.9976371021297005,0.9934234619140725
IMG_6526-3,TAFE_channel,159,17,626,64734,0.19825436418974385,0.33090530704152915,0.9034090909639722,0.20254777080222322,0.999737455792189,0.9901885986328275
IMG_6526-3,TAFE_spatial,497,75,288,64676,0.5779069767932666,0.7324981577205233,0.8688811189040418,0.6331210191550165,0.9988417167302454,0.9944610595703209
IMG_6526-3,TAFE_full,282,18,503,64733,0.3511830635926298,0.5198156682470215,0.9400000000200001,0.359235668871435,0.9997220120152589,0.9920501708984496
IMG_6526-4,Otsu,1451,23417,12,40656,0.058319935695103214,0.11021229729554435,0.05834807785484016,0.991797676008763,0.6345262435040743,0.642501831055233
IMG_6526-4,Adaptive,1361,19493,102,44580,0.06494560030986378,0.12196979881201787,0.06526325885170585,0.9302802460744853,0.6957688886119024,0.7010040283207687
IMG_6526-4,Canny,1256,9294,207,54779,0.11676117877552514,0.2091068009722042,0.11905213270977201,0.8585099111511614,0.8549467014189207,0.8550262451174088
IMG_6526-4,Blackhat,1420,11578,43,52495,0.10888735527100002,0.19639029113341822,0.1092475765570915,0.9706083390314006,0.8192998610962194,0.8226776123049581
IMG_6526-4,UNet_no_TAFE,1004,279,459,63794,0.5763490241345379,0.7312454479340407,0.7825409197363569,0.6862611073351838,0.9956455917469205,0.9887390136718922
IMG_6526-4,TAFE_channel,834,121,629,63952,0.5265151515450431,0.6898263027423563,0.8732984293326389,0.5700615174593259,0.9981115290371949,0.9885559082031424
IMG_6526-4,TAFE_spatial,939,147,524,63926,0.5832298136904825,0.7367595135450468,0.8646408839903644,0.6418318523826498,0.9977057418881624,0.9897613525390782
IMG_6526-4,TAFE_full,799,67,664,64006,0.5222222222534495,0.6861313868747905,0.9226327944662087,0.5461380724848846,0.9989543177313394,0.9888458251953295
IMG_6528-1,Otsu,1160,37540,17,26819,0.029960999046852906,0.05817890012022424,0.029974160209224873,0.9855564995764183,0.4167093957342148,0.42692565918056197
IMG_6528-1,Adaptive,1120,28220,57,36139,0.0380991257644042,0.07340171052504045,0.03817314247089921,0.9515717926974026,0.5615220870436746,0.5685272216803459
IMG_6528-1,Canny,886,37759,291,26600,0.022755290736021276,0.04449801617436468,0.022926639930073937,0.7527612574551604,0.4133066082452908,0.4194030761727609
IMG_6528-1,Blackhat,1135,22288,42,42071,0.048369912639896144,0.09227642276791756,0.04845664518187911,0.9643160577770334,0.6536925682505109,0.6592712402348949
IMG_6528-1,UNet_no_TAFE,91,39,1086,64320,0.07483552639187206,0.13925019134359218,0.7000000002307692,0.07731520823472257,0.999394024145808,0.9828338623047137
IMG_6528-1,TAFE_channel,220,95,957,64264,0.17295597490778647,0.2949061662670974,0.6984126985084403,0.18691588791954833,0.9985239049705581,0.9839477539062745
IMG_6528-1,TAFE_spatial,96,35,1081,64324,0.07920792086805215,0.14678899089091826,0.7328244276848669,0.08156329659459954,0.9994561755154687,0.982971191406276
IMG_6528-1,TAFE_full,279,118,898,64241,0.21544401550459893,0.35451080054926865,0.702770780931292,0.23704333056609658,0.998166534595009,0.9844970703125236
IMG_6528-3,Otsu,514,33754,6,31262,0.014996790572985362,0.029550419687738444,0.014999416367996381,0.9884615384637574,0.4808354866502387,0.48486328125078604
IMG_6528-3,Adaptive,510,27632,10,37384,0.0181159420324733,0.03558718861546442,0.018122379365296985,0.9807692307729291,0.5749969238347868,0.5782165527350186
IMG_6528-3,Canny,415,42746,105,22270,0.009591827303172025,0.01900139649042146,0.009615161838211313,0.7980769231157545,0.3425310692762666,0.3461456298838102
IMG_6528-3,Blackhat,512,22489,8,42527,0.022252162201650428,0.0435355639681836,0.022259901747653316,0.9846153846183432,0.6541005291010611,0.6567230224614613
IMG_6528-3,UNet_no_TAFE,376,516,144,64500,0.36293436299585574,0.532577903715823,0.4215246637419816,0.7230769231301776,0.9920634920635043,0.9899291992187653
IMG_6528-3,TAFE_channel,373,406,147,64610,0.4028077754424614,0.5742879138126029,0.47881899878320683,0.7173076923620563,0.9937553832902766,0.9915618896484504
IMG_6528-3,TAFE_spatial,394,393,126,64623,0.43154435931746504,0.6029074216065105,0.5006353240786995,0.7576923077389054,0.9939553340716224,0.9920806884765746
IMG_6528-3,TAFE_full,391,425,129,64591,0.41375661381865014,0.5853293413484034,0.47916666673049435,0.7519230769707841,0.9934631475329251,0.9915466308593879
IMG_6533-3,Otsu,1435,30048,23,34030,0.045546879962402254,0.08712546674634307,0.04558015437205609,0.9842249657075292,0.5310715066020615,0.5411529541022626
IMG_6533-3,Adaptive,1412,26808,46,37270,0.04995400835261461,0.09515466002057027,0.05003543586445771,0.9684499314150583,0.581634882487622,0.5902404785162503
IMG_6533-3,Canny,899,35433,559,28645,0.02436908731391296,0.04757872453281932,0.024744027306438553,0.6165980795873389,0.44703330316263457,0.450805664063338
IMG_6533-3,Blackhat,1358,18332,100,45746,0.06862051541653047,0.12842822016678443,0.06896901981173709,0.9314128943805615,0.7139111707610819,0.7187500000004291
IMG_6533-3,UNet_no_TAFE,1146,687,312,63391,0.534265734287447,0.6964448495990141,0.6252045826718383,0.786008230467352,0.9892786915946358,0.9847564697265858
IMG_6533-3,TAFE_channel,454,95,1004,63983,0.2923374115072545,0.4524165421299244,0.8269581056781498,0.31138545958083774,0.9985174318798987,0.983230590820338
IMG_6533-3,TAFE_spatial,1111,376,347,63702,0.6057797164882345,0.7544991511119016,0.7471418964527813,0.7620027435005485,0.9941321514404411,0.9889678955078294
IMG_6533-3,TAFE_full,564,80,894,63998,0.36671001304507733,0.5366317792798939,0.8757763975348173,0.38683127576222004,0.9987515215830726,0.9851379394531476
IMG_6536-1,Otsu,1301,35650,1,28584,0.03520783719680881,0.06802080882788795,0.035208790021825635,0.999231950844913,0.4449979761505667,0.45600891113364256
IMG_6536-1,Adaptive,1287,27798,15,36436,0.04422680412699578,0.0847072761408342,0.044249613205967854,0.9884792626736959,0.5672385341103353,0.5756072998053351
IMG_6536-1,Canny,612,19074,690,45160,0.030035335693806262,0.058319039455601684,0.031088082906476234,0.47004608299001177,0.7030544571415402,0.6984252929692102
IMG_6536-1,Blackhat,1289,18919,13,45315,0.06374561100309706,0.119851231989215,0.06378661916536131,0.9900153609838698,0.7054675094191465,0.7111206054691908
IMG_6536-1,UNet_no_TAFE,1196,1314,106,62920,0.45718654436325745,0.6274921301251969,0.4764940239252393,0.9185867895607844,0.9795435439175832,0.9783325195312831
IMG_6536-1,TAFE_channel,789,257,513,63977,0.5060936498071781,0.6720613288044268,0.7543021032739672,0.6059907834404,0.9959990036429368,0.9882507324218929
IMG_6536-1,TAFE_spatial,1157,666,145,63568,0.5879065040859803,0.7404800000083046,0.6346681294769793,0.8886328725123938,0.9896316592458984,0.9876251220703314
IMG_6536-1,TAFE_full,800,172,502,64062,0.5427408412793255,0.7036059806638697,0.8230452675079172,0.6144393241463564,0.9973222903758177,0.9897155761718907
IMG_6536-2,Otsu,1794,41317,5,22420,0.04160868355357267,0.07989311957452706,0.0416135093153914,0.9972206781546847,0.35175800555509085,0.3694763183603371
IMG_6536-2,Adaptive,1753,27572,46,36165,0.059684723029315705,0.11264618943865619,0.05977834612426333,0.9744302390231,0.5674098247492549,0.578582763672518
IMG_6536-2,Canny,883,21701,916,42036,0.037574468089201805,0.07242751097456249,0.03909847680198769,0.490828237938253,0.6595227262035246,0.6548919677739641
IMG_6536-2,Blackhat,1744,17502,55,46235,0.09035801254292339,0.16574008078324665,0.09061623194902517,0.9694274597015327,0.7254028272436334,0.7321014404300963
IMG_6536-2,UNet_no_TAFE,1459,1093,340,62644,0.5044951590766081,0.6706504251971811,0.5717084639666259,0.8110061145185655,0.9828514049924175,0.9781341552734709
IMG_6536-2,TAFE_channel,704,65,1095,63672,0.3776824034668625,0.5482866043789608,0.9154746424037095,0.39132851587596834,0.9989801841944256,0.982299804687527
IMG_6536-2,TAFE_spatial,1392,618,407,63119,0.5759205626985553,0.7309004988256523,0.6925373134481325,0.7737632017913417,0.9903039051100768,0.9843597412109614
IMG_6536-2,TAFE_full,756,73,1043,63664,0.40384615387799966,0.5753424657695837,0.9119420989249768,0.42023346306724657,0.9988546684029702,0.982971191406276
