image,method,tp,fp,fn,tn,iou,dice,precision,recall,specificity,accuracy
11269-5,Otsu,2908,62,177,62389,0.9240546552296137,0.9605284888528401,0.979124579125282,0.9426256077814383,0.9990072216617845,0.996353149414068
11269-5,Adaptive,2906,10460,179,51991,0.21454411222432967,0.35329159322014897,0.2174173275533636,0.9419773095642795,0.8325086868107276,0.8376617431643102
11269-5,Canny,987,644,2098,61807,0.26468222045415174,0.41857506362556035,0.6051502146164837,0.31993517020032625,0.9896879153256318,0.9581604003906888
11269-5,Blackhat,2761,31,324,62420,0.8860718870383161,0.9395950314796734,0.9888968481379335,0.8949756888202601,0.9995036108308922,0.9945831298828207
11269-5,UNet_no_TAFE,3074,505,11,61946,0.8562674094747558,0.9225690276122064,0.8588991338402095,0.9964343598056261,0.9919136603096957,0.992126464843762
11269-5,TAFE_channel,3048,243,37,62208,0.9158653846179127,0.9560853199505005,0.9261622607132737,0.9880064829825606,0.9961089494163486,0.9957275390625066
11269-5,TAFE_spatial,3042,217,43,62234,0.9212598425220696,0.9590163934432689,0.9334151580259769,0.9860615883310839,0.9965252758162455,0.9960327148437561
11269-5,TAFE_full,2969,107,116,62344,0.9301378446137175,0.9638045771796169,0.9652145643704416,0.9623987034047845,0.9982866567388861,0.9965972900390677
11269-6,Otsu,3036,194,201,62105,0.8848732148095344,0.9389206741929964,0.9399380804972155,0.9379054680278682,0.9968859853288224,0.9939727783203217
11269-6,Adaptive,3029,10082,208,52217,0.22741947594243245,0.37056520675696986,0.23102738159384462,0.9357429718895353,0.838167546830867,0.8429870605471146
11269-6,Canny,933,683,2304,61616,0.23801020410107118,0.38450443026201314,0.5773514851746688,0.2882298424686985,0.9890367421628131,0.954421997070382
11269-6,Blackhat,2754,49,483,62250,0.8381010346975624,0.9119205298027828,0.9825187299328392,0.8507877664550266,0.9992134705211975,0.9918823242187624
11269-6,UNet_no_TAFE,3235,471,2,61828,0.8724379719559753,0.9318738297575706,0.8729087965495708,0.9993821439604763,0.9924396860302855,0.9927825927734485
11269-6,TAFE_channel,3178,184,59,62115,0.9289681379734297,0.9631762388246222,0.9452706722205452,0.9817732468340509,0.9970465015489862,0.9962921142578182
11269-6,TAFE_spatial,3170,177,67,62122,0.9285295840677056,0.9629404617259578,0.9471168210353416,0.9793018226759561,0.997158862903101,0.9962768554687557
11269-6,TAFE_full,3078,65,159,62234,0.9321623258651677,0.9648902821322117,0.9793191218587554,0.9508804448578659,0.9989566445689354,0.9965820312500052
11270-1,Otsu,1199,23818,8,40511,0.04791208791589246,0.09144295302359882,0.047927409365439794,0.9933719966865475,0.6297470814102042,0.6364440917974298
11270-1,Adaptive,1168,23505,39,40824,0.047264486892816183,0.0902627511627115,0.0473391966966022,0.967688483846919,0.634612694119861,0.6407470703130482
11270-1,Canny,973,15330,234,48999,0.058837757761027766,0.1111364934374007,0.05968226707317866,0.8061309030815135,0.7616937928465207,0.7625122070316124
11270-1,Blackhat,1200,15918,7,48411,0.07007299270616016,0.1309686221056973,0.07010164739414591,0.994200497100729,0.7525532807913188,0.7570037841800583
11270-1,UNet_no_TAFE,1149,774,58,63555,0.5800100959323569,0.7341853035228695,0.5975039001769369,0.9519469759774691,0.9879681014783567,0.9873046875000193
11270-1,TAFE_channel,835,78,372,64251,0.6498054474980696,0.7877358490666163,0.9145673603598502,0.6917978459244575,0.9987874830947181,0.9931335449218854
11270-1,TAFE_spatial,1046,225,161,64104,0.7304469273931252,0.8442292171168592,0.8229740362059029,0.8666114333167679,0.9965023550809177,0.994110107421884
11270-1,TAFE_full,883,87,324,64242,0.6823802164078531,0.8112080845286538,0.9103092783597619,0.7315658658051726,0.9986475772979548,0.993728637695322
11270-2,Otsu,1076,27718,8,36734,0.037358516773011045,0.07202624004594675,0.037368896301182994,0.9926199261999428,0.5699435238633868,0.5769348144537706
11270-2,Adaptive,1054,23149,30,41303,0.04349440845523256,0.08336299284579679,0.04354832046009359,0.9723247232497856,0.640833488488114,0.6463165283208522
11270-2,Canny,889,14736,195,49716,0.05619469027145262,0.10640971931829307,0.05689600000603586,0.820110701123606,0.7713647365484836,0.7721710205081601
11270-2,Blackhat,1076,17496,8,46956,0.05791173305135677,0.10948310948763998,0.057936678876491836,0.9926199261999428,0.7285421709183135,0.7329101562504076
11270-2,UNet_no_TAFE,1024,901,60,63551,0.5158690176566313,0.6806247923004113,0.5319480519723664,0.944649446499571,0.9860206044808757,0.9853363037109599
11270-2,TAFE_channel,793,102,291,64350,0.668634064108884,0.8014148559979073,0.8860335195658063,0.7315498155229196,0.9984174269223632,0.9940032958984466
11270-2,TAFE_spatial,921,273,163,64179,0.6787030213943476,0.8086040386387795,0.7713567839387473,0.8496309963238347,0.9957642897039723,0.9933471679687601
11270-2,TAFE_full,818,101,266,64351,0.6902953586759244,0.8167748377525325,0.8900979325473234,0.7546125461480984,0.998432942344693,0.994400024414071
11271-1,Otsu,6119,21909,85,37423,0.21765731156682794,0.35750175274784557,0.2183173968916144,0.9862991618312975,0.6307388930094541,0.6643981933598871
11271-1,Adaptive,5058,26585,1146,32747,0.15425905029383555,0.2672867070064542,0.15984577947994866,0.8152804642196119,0.551928133217232,0.5768585205084582
11271-1,Canny,1242,43568,4962,15764,0.02495378928107178,0.04869251578184676,0.027717027451399874,0.20019342361057071,0.2656913638521107,0.25949096679800493
11271-1,Blackhat,1838,24449,4366,34883,0.059961504586631124,0.11313902311682268,0.06992049302290136,0.2962604771228843,0.5879289422241153,0.5603179931647334
11271-1,UNet_no_TAFE,6059,796,145,58536,0.865571428573349,0.9279424151931392,0.8838803792868872,0.9766279819475077,0.9865839681790828,0.9856414794922094
11271-1,TAFE_channel,5053,26,1151,59306,0.8110754414155525,0.895683772047366,0.9948808820634991,0.8144745325626294,0.9995617879053469,0.9820404052734649
11271-1,TAFE_spatial,5895,330,309,59002,0.902203856750808,0.9485879797252508,0.9469879518080805,0.9501934235984817,0.9944380772601725,0.9902496337890774
11271-1,TAFE_full,5150,37,1054,59295,0.8251882711132,0.9042226319032199,0.9928667823406041,0.8301096067080898,0.999376390480686,0.9833526611328379
11271-2,Otsu,3758,25769,87,35922,0.1268994394572604,0.2252187462566666,0.12727334304491728,0.9773732119641776,0.5822891507682121,0.605468750000602
11271-2,Adaptive,3492,26461,353,35230,0.11522470798153756,0.2066394461234196,0.11658264614857748,0.9081924577397089,0.5710719553912709,0.5908508300787493
11271-2,Canny,1141,36828,2704,24863,0.02805300814046652,0.05457502272192429,0.030050830943585426,0.29674902472570225,0.4030247523959686,0.39678955078217043
11271-2,Blackhat,2860,22256,985,39435,0.1095743458139168,0.1975069921646438,0.11387163561429418,0.7438231469507458,0.6392342481080884,0.6453704833989786
11271-2,UNet_no_TAFE,3617,1332,228,60359,0.6986671817713218,0.8226063224946257,0.7308547181303121,0.9407022106647411,0.9784085198813791,0.9761962890625363
11271-2,TAFE_channel,2554,0,1291,61691,0.6642392717902669,0.7982497265229216,1.0,0.6642392717902669,1.0,0.9803009033203426
11271-2,TAFE_spatial,3407,760,438,60931,0.7398479913194387,0.8504742885690155,0.8176145908371103,0.886085825750687,0.9876805368692554,0.9817199707031529
11271-2,TAFE_full,2802,23,1043,61668,0.7244053774631746,0.8401799100473736,0.9918584070799342,0.7287386215935309,0.9996271741420959,0.9837341308593999
11271-3,Otsu,3716,23310,242,38268,0.1362769546753107,0.23986573715711376,0.13749722489773736,0.9388580090970475,0.6214557147039179,0.6406250000005483
11271-3,Adaptive,3335,25569,623,36009,0.11294747180847038,0.20296999574218558,0.11538195405786264,0.8425972713531431,0.584770534931981,0.6003417968756098
11271-3,Canny,1633,32028,2325,29550,0.04537875840869955,0.08681783141740392,0.048513116071868,0.4125821121927089,0.47987917762921845,0.47581481933673736
11271-3,Blackhat,3254,16984,704,44594,0.15538152994386695,0.26897007770181447,0.16078663900009493,0.822132390100502,0.7241872097182043,0.7301025390629118
11271-3,UNet_no_TAFE,3610,657,348,60921,0.7822318526591066,0.8778115501534611,0.8460276540931327,0.9120768064701344,0.9893306050862494,0.9846649169922109
11271-3,TAFE_channel,2124,9,1834,61569,0.5354171918443302,0.6974224265359149,0.9957805907174974,0.5366346639834099,0.9998538439052911,0.9718780517578555
11271-3,TAFE_spatial,3276,422,682,61156,0.7479452054852067,0.8557993730426359,0.885884261766201,0.8276907529098613,0.99314690311476,0.9831542968750258
11271-3,TAFE_full,2354,21,1604,61557,0.5916059311487407,0.7434075477697235,0.9911578947372144,0.5947448206267119,0.9996589691123459,0.9752044677734754
11271-4,Otsu,3839,21732,142,39823,0.14930190954322986,0.2598132106143076,0.1501310077855769,0.9643305702093863,0.6469498822197272,0.6662292480473843
11271-4,Adaptive,3499,26008,482,35547,0.11667611457828977,0.20897037745100044,0.11858203138537098,0.8789248932459451,0.5774835512962757,0.5957946777349917
11271-4,Canny,1554,32814,2427,28741,0.04223399918727481,0.08104513807640083,0.04521648044970549,0.39035418238155356,0.46691576638864934,0.462265014649258
11271-4,Blackhat,3589,15259,392,46296,0.1865384615426895,0.3144246353352559,0.19041808149835304,0.9015322783245031,0.7521078710100688,0.7611846923831769
11271-4,UNet_no_TAFE,3777,396,204,61159,0.8629198080908631,0.9264164827087759,0.9051042415551137,0.9487565938219352,0.9935667289416074,0.990844726562514
11271-4,TAFE_channel,2547,45,1434,61510,0.6326378539584541,0.7749885896884986,0.9826388888895586,0.6397889977483098,0.9992689464706372,0.9774322509765969
11271-4,TAFE_spatial,3531,181,450,61374,0.8483901970243058,0.917977382036683,0.9512392241392447,0.8869630746072101,0.997059540248563,0.9903717041015772
11271-4,TAFE_full,2654,50,1327,61505,0.6583974200035129,0.7940164547525204,0.9815088757403289,0.6666666666750397,0.999187718300708,0.9789886474609696
11271-5,Otsu,3396,27116,48,34976,0.1111256544531704,0.20002355990340434,0.1113004719483767,0.9860627177704395,0.5632931778658067,0.5855102539068825
11271-5,Adaptive,3201,27496,243,34596,0.10345830640238055,0.18751647579395003,0.10427729094340073,0.9294425087128501,0.5571732268254249,0.5767364501959583
11271-5,Canny,1160,42262,2284,19830,0.025379600054641887,0.04950283788023406,0.026714568654076933,0.33681765391008084,0.31936481350364077,0.32028198242291217
11271-5,Blackhat,3313,17538,131,44554,0.1578972452618535,0.27273101461505356,0.15888926190993768,0.9619628339151579,0.7175481543520622,0.7303924560550988
11271-5,UNet_no_TAFE,3321,382,123,61710,0.8680083638299004,0.929340982231295,0.8968403996787243,0.9642857142867512,0.9938478386909846,0.9922943115234493
11271-5,TAFE_channel,2072,28,1372,62064,0.5967741935600007,0.7474747474793024,0.9866666666673016,0.6016260162717297,0.9995490562391297,0.9786376953125326
11271-5,TAFE_spatial,3233,123,211,61969,0.9063638912277442,0.9508823529418988,0.9633492252692685,0.9387340301992237,0.9980190684790343,0.9949035644531328
11271-5,TAFE_full,2157,32,1287,62060,0.6205408515644263,0.7658441327930793,0.985381452718804,0.6263066202199098,0.9994846357018626,0.9798736572265933
11271-6,Otsu,3359,28498,39,33640,0.10531101078785643,0.19055453127445593,0.10543993471103544,0.9885226603888015,0.5413756477525163,0.564559936524102
11271-6,Adaptive,3118,26814,280,35324,0.10320402489374021,0.18709870987342603,0.10416945075803764,0.9175985874067805,0.5684766165638281,0.5865783691412558
11271-6,Canny,989,42648,2409,19490,0.02147852148064657,0.042053789733088015,0.022664252815219506,0.2910535609390508,0.31365669960521153,0.31248474121198655
11271-6,Blackhat,3182,18232,216,43906,0.1471104946872533,0.2564887957469914,0.14859437751401608,0.9364331959995164,0.7065885609454656,0.7185058593754295
11271-6,UNet_no_TAFE,3226,275,172,61863,0.8783011162570569,0.9352080011605275,0.9214510139982448,0.9493819894070223,0.9955743667321195,0.9931793212890729
11271-6,TAFE_channel,2908,47,490,62091,0.8441219158245538,0.915473004880915,0.9840947546536686,0.8557975279618659,0.9992436190414895,0.99180603027345
11271-6,TAFE_spatial,3082,93,316,62045,0.8828415926702137,0.9377757492782934,0.9707086614182454,0.9070041200733666,0.9985033312948622,0.993759155273447
11271-6,TAFE_full,2909,24,489,62114,0.8500876680347724,0.9189701468975048,0.991817251960729,0.8560918187211274,0.9996137629148032,0.9921722412109495
11275-1,Otsu,2063,33794,38,29641,0.05747318568308267,0.1086990884685476,0.05753409376395812,0.9819133745843925,0.46726570505325565,0.4837646484382877
11275-1,Adaptive,1904,25288,197,38147,0.06951695936664531,0.12999692759659304,0.070020594295859,0.9062351261348771,0.6013557184525872,0.6111297607427809
11275-1,Canny,1217,21617,884,41818,0.051311240412128714,0.09761379587287902,0.053297713939505574,0.5792479771737626,0.659225979349477,0.6566619873052114
11275-1,Blackhat,2031,15642,70,47793,0.1144676773988927,0.20542126024473842,0.11492106603793968,0.9666825321291442,0.753416883424366,0.7602539062503658
11275-1,UNet_no_TAFE,1924,249,177,63186,0.8187234042630331,0.9003275620051397,0.8854118729919278,0.9157544026694073,0.9960747221565444,0.9934997558593849
11275-1,TAFE_channel,1781,127,320,63308,0.7993716337612491,0.8885008730384509,0.9334381551397569,0.8476915754475159,0.9979979506581572,0.9931793212890729
11275-1,TAFE_spatial,1763,106,338,63329,0.7988219302311363,0.8881612090708272,0.9432851792432699,0.8391242265664387,0.9983289981871233,0.9932250976562603
11275-1,TAFE_full,1645,65,456,63370,0.7594644506112899,0.8632904749445476,0.9619883040957902,0.7829604950127103,0.9989753290770096,0.9920501708984496
11275-2,Otsu,2125,28531,19,34861,0.06927465362976601,0.12957317073436106,0.06931758872954945,0.9911380597019058,0.5499274356392764,0.5643615722662897
11275-2,Adaptive,2030,24769,114,38623,0.07542823171301814,0.14027571433804278,0.07574909511893821,0.9468283582114353,0.6092724634029384,0.6203155517583918
11275-2,Canny,1155,15888,989,47504,0.06405279503624638,0.12039401678678065,0.06776975885074359,0.5387126865886795,0.7493690055531466,0.7424774169925804
11275-2,Blackhat,2127,11045,17,52347,0.16127075593933374,0.27774875947193944,0.16147889463132795,0.9920708955227578,0.8257666582536822,0.8312072753908826
11275-2,UNet_no_TAFE,2018,522,126,62870,0.7569392348178193,0.8616567036750287,0.794488188984469,0.9412313432863233,0.9917655224634153,0.9901123046875151
11275-2,TAFE_channel,1887,299,257,63093,0.7724109701280225,0.8715935334902635,0.8632204940593221,0.8801305970205164,0.9952833165068222,0.991516113281263
11275-2,TAFE_spatial,1886,272,258,63120,0.7806291390819277,0.8768014876830125,0.8739573679391124,0.8796641791100904,0.9957092377587144,0.9919128417968873
11275-2,TAFE_full,1773,194,371,63198,0.7583404619436126,0.8625638530804534,0.9013726487086237,0.8269589552319516,0.9969396769308478,0.9913787841797006
11275-3,Otsu,3214,26043,24,36255,0.10976401079502146,0.19781504847146386,0.10985405202478088,0.9925880172948552,0.5819608976217825,0.6022491455084195
11275-3,Adaptive,2966,22871,272,39427,0.11360067410044965,0.2040240756691177,0.1147966095169145,0.9159975293416924,0.6328774599511495,0.6468658447271013
11275-3,Canny,1568,15139,1670,47159,0.08532404636727799,0.15723238907416778,0.093852876045407,0.484249536767009,0.7569905935989004,0.7435150146488289
11275-3,Blackhat,2613,11831,625,50467,0.17340234919919434,0.29555480149702773,0.1809055663307885,0.8069796170535213,0.810090211564079,0.80993652343779
11275-3,UNet_no_TAFE,3164,1037,74,61261,0.7401169590704066,0.8506519693527268,0.7531540109556497,0.9771463866591369,0.9833542007769377,0.9830474853515884
11275-3,TAFE_channel,3026,450,212,61848,0.8204989154061687,0.9014000595784718,0.8705408515572342,0.9345274861045544,0.9927766541462121,0.9898986816406404
11275-3,TAFE_spatial,3044,596,194,61702,0.793948878461295,0.8851410293706725,0.8362637362682345,0.940086473133413,0.9904330797136498,0.9879455566406434
11275-3,TAFE_full,2868,231,370,62067,0.8267512251419212,0.9051601704291438,0.9254598257526473,0.8857319332956847,0.9962920157950556,0.9908294677734515
11276-1,Otsu,1254,32465,61,31756,0.0371225577293158,0.07158760061919396,0.037189715000334564,0.9536121673039079,0.4944799987550887,0.5036926269538823
11276-1,Adaptive,1213,25291,102,38930,0.04559122002914534,0.08720658543050717,0.04576667673164139,0.9224334600819443,0.6061880070388095,0.6125335693365287
11276-1,Canny,1157,40158,158,24063,0.02789766836489307,0.05428102275614759,0.02800435677350114,0.8798479087543842,0.3746905217929109,0.3848266601571887
11276-1,Blackhat,1220,21466,95,42755,0.05355339976711491,0.10166243073579574,0.05377766023515041,0.9277566539978892,0.6657479640621202,0.6710052490239395
11276-1,UNet_no_TAFE,1071,1341,244,62880,0.4032379518296974,0.574724979887987,0.4440298507693189,0.8144486692156313,0.979118979773004,0.9758148193359744
11276-1,TAFE_channel,742,86,573,64135,0.5296216988201554,0.692487167536515,0.8961352657130272,0.564258555166216,0.9986608741688876,0.9899444580078278
11276-1,TAFE_spatial,989,695,326,63526,0.4920398010202965,0.6595531844061503,0.5872921615446975,0.752091254771704,0.9891779947369409,0.9844207763672113
11276-1,TAFE_full,756,92,559,64129,0.5373134328687055,0.6990291262275068,0.8915094339750579,0.574904942998106,0.9985674467853217,0.9900665283203277
11284-1,Otsu,1162,9457,3,54914,0.10939559405846926,0.19721656484048525,0.10942649967878872,0.9974248927040837,0.853086016995459,0.8556518554689703
11284-1,Adaptive,1124,18487,41,45884,0.057195196422464914,0.10820177127884,0.057314772326463134,0.9648068669558105,0.7128054558734325,0.7172851562504314
11284-1,Canny,1106,6042,59,58329,0.15346191204171694,0.2660892577978336,0.15472859542312917,0.9493562231803128,0.9061378571097138,0.9069061279298295
11284-1,Blackhat,1104,2608,61,61763,0.29260535384859254,0.4527373385390048,0.29741379312237576,0.9476394849830353,0.9594848611953217,0.9592742919922497
11284-1,UNet_no_TAFE,1121,1608,44,62763,0.40425531917041996,0.5757575757684705,0.410773177009499,0.9622317596598943,0.9750198070560112,0.9747924804687884
11284-1,TAFE_channel,455,18,710,64353,0.3846153846674036,0.5555555555826889,0.961945031720519,0.3905579399664757,0.9997203709745076,0.988891601562517
11284-1,TAFE_spatial,924,205,241,64166,0.674452554768288,0.805579773330184,0.8184233835413265,0.7931330472280572,0.9968153360985587,0.9931945800781354
11284-1,TAFE_full,785,34,380,64337,0.6547122602456453,0.791330645171808,0.9584859584910274,0.6738197425172686,0.9994718118407365,0.9936828613281347
11286-1,Otsu,1991,20295,30,43220,0.08921849794277999,0.16382112149107736,0.08933859822718596,0.9851558634346781,0.6804691805090444,0.6898651123051607
11286-1,Adaptive,1909,20452,112,43063,0.08494638010463691,0.1565909277370331,0.08537185278348297,0.9445818901561315,0.6779973234674046,0.6862182617192288
11286-1,Canny,1429,4985,592,58530,0.20396802741644351,0.3388263189171449,0.22279388838130976,0.707075705110981,0.9215146028498441,0.9149017333985674
11286-1,Blackhat,1894,2852,127,60663,0.3886722758180039,0.5597753805296324,0.399072903510344,0.9371598218734706,0.9550972211289379,0.9545440673828819
11286-1,UNet_no_TAFE,1993,1014,28,62501,0.6566721581661723,0.7927605409746865,0.6627868307395149,0.9861454725390328,0.9840352672597276,0.9841003417968993
11286-1,TAFE_channel,1814,159,207,63356,0.8321100917508207,0.908362543818018,0.9194120628525386,0.8975754576992788,0.9974966543336259,0.9944152832031335
11286-1,TAFE_spatial,1881,354,140,63161,0.792000000008758,0.8839285714312987,0.8416107382621204,0.9307273626951644,0.994426513422035,0.9924621582031365
11286-1,TAFE_full,1707,97,314,63418,0.8059490085077456,0.8925490196106524,0.9462305986726036,0.8446313706162973,0.9984728017003881,0.993728637695322
11286-2,Otsu,1829,18232,28,45447,0.091044850420175,0.1668947896743914,0.09117192563136847,0.9849219170713559,0.7136889712468574,0.7213745117191751
11286-2,Adaptive,1776,21078,81,42601,0.0774362328359388,0.1437416535180942,0.07771068522325321,0.9563812600992794,0.6689960583557075,0.6771392822270551
11286-2,Canny,1318,5777,539,57902,0.17264867698228129,0.29445933870314495,0.1857646229854015,0.7097469036236,0.9092793542613589,0.9036254882813971
11286-2,Blackhat,1795,3648,62,60031,0.3260672116380369,0.49178082192477013,0.32978137058001505,0.9666128163722879,0.9427126682266639,0.9433898925782114
11286-2,UNet_no_TAFE,1814,732,43,62947,0.700656624190782,0.8239836475170569,0.7124901806868622,0.9768443726452964,0.9885048446112714,0.9881744384765806
11286-2,TAFE_channel,1672,158,185,63521,0.829776674946413,0.906970436671902,0.9136612021905103,0.9003769520786011,0.9975188052576242,0.9947662353515705
11286-2,TAFE_spatial,1705,207,152,63472,0.8260658914812954,0.9047492703660188,0.8917364016793025,0.9181475498159317,0.9967493208122038,0.9945220947265708
11286-2,TAFE_full,1556,90,301,63589,0.7991782229173509,0.8883813873854302,0.9453219927129209,0.8379106085170753,0.9985866612226973,0.9940338134765716
11286-3,Otsu,2348,13931,38,49219,0.14389900104710485,0.2515938923158232,0.14423490386913054,0.9840737636217907,0.7793982581159471,0.7868499755862628
11286-3,Adaptive,2201,20854,185,42296,0.09470740103659764,0.1730277897913878,0.09546736066321636,0.922464375527139,0.6697703879656852,0.6789703369145523
11286-3,Canny,1507,8761,879,54389,0.13519332556620442,0.238185553981048,0.14676665368964972,0.6316010058830008,0.8612668250200138,0.8529052734377245
11286-3,Blackhat,2253,3872,133,59278,0.36001917546564366,0.5294324991243163,0.3678367347041986,0.9442581726762674,0.9386856690420606,0.9388885498047808
11286-3,UNet_no_TAFE,2326,865,60,62285,0.7154721624203176,0.8341402187585774,0.7289251018574452,0.9748533109817747,0.9863024544734975,0.985885620117209
11286-3,TAFE_channel,2064,153,322,62997,0.8129184718466751,0.8968064305909883,0.9309878213833565,0.865046102268858,0.9975771971496475,0.9927520751953236
11286-3,TAFE_spatial,2204,332,182,62818,0.8108903605661923,0.8955709061378389,0.8690851735067395,0.9237217099780503,0.9947426761678626,0.992156982421887
11286-3,TAFE_full,1931,103,455,63047,0.7758135797599112,0.8737556561114534,0.9493608652925585,0.8093042749451257,0.9983689627870176,0.991485595703138
11289-1,Otsu,2902,26510,63,36061,0.09845631891739284,0.17926305711097612,0.0986672106653792,0.9787521079265177,0.5763212990050082,0.5945281982428062
11289-1,Adaptive,2592,19616,373,42955,0.11478676764042872,0.2059349302855999,0.11671469741031737,0.8741989881998584,0.6865001358461803,0.6949920654301529
11289-1,Canny,1546,2363,1419,60208,0.2901651651784879,0.4498108815907796,0.39549756972638794,0.5214165261544211,0.9622349011523513,0.942291259765713
11289-1,Blackhat,2463,355,502,62216,0.7418674698872931,0.8518070205801175,0.8740241305935407,0.8306913996684421,0.9943264451583093,0.9869232177734575
11289-1,UNet_no_TAFE,2735,1151,230,61420,0.6644800777535355,0.7984235878003442,0.7038085434970713,0.9224283305253819,0.9816048968372223,0.9789276123047197
11289-1,TAFE_channel,2124,162,841,62409,0.6792452830291255,0.8089887640485814,0.9291338582708165,0.716357504225418,0.9974109411708341,0.9846954345703358
11289-1,TAFE_spatial,2426,416,539,62155,0.7175391895972334,0.835543309801351,0.8536242083091617,0.8182124789268731,0.9933515526362159,0.9854278564453347
11289-1,TAFE_full,1978,99,987,62472,0.6455613577139178,0.7846092820352121,0.9523350987023431,0.6671163575154431,0.9984177973821764,0.9834289550781503
11289-10,Otsu,1509,21309,1,42717,0.06612910294462453,0.12405458731040753,0.0661320010558939,0.9993377483444147,0.667182082279594,0.6748352050786212
11289-10,Adaptive,1495,21233,15,42793,0.06573451172199915,0.12336001320602623,0.065777895111467,0.9900662251662208,0.6683691000536214,0.6757812500004947
11289-10,Canny,1238,5385,272,58641,0.17955039885163815,0.30443870651291727,0.18692435453439646,0.8198675496808034,0.9158935432481868,0.9136810302735692
11289-10,Blackhat,1487,3007,23,61019,0.3292007970040027,0.4953364423801576,0.3308856252930377,0.9847682119215385,0.9530347046513088,0.9537658691406955
11289-10,UNet_no_TAFE,1468,1548,42,62478,0.4800523217959434,0.6486964206882745,0.486737400547522,0.9721854304654182,0.9758223221816514,0.975738525390662
11289-10,TAFE_channel,1206,136,304,63890,0.7326852977076133,0.8457223001456619,0.8986587183384009,0.7986754967020745,0.9978758629306878,0.9932861328125102
11289-10,TAFE_spatial,1336,269,174,63757,0.7509836987211364,0.8577849117220615,0.8323987539045234,0.884768211928161,0.9957985818261397,0.9932403564453228
11289-10,TAFE_full,1210,112,300,63914,0.745992601741924,0.8545197740164364,0.9152798789776642,0.8013245033244156,0.9982507106488017,0.9937133789062595
11289-11,Otsu,1486,25998,3,38049,0.05406192018389034,0.10257826252337493,0.054067821281276136,0.9979852249833455,0.5940793479794618,0.6032562255865429
11289-11,Adaptive,1471,21103,18,42944,0.06511154391348659,0.12226239455129342,0.0651634623945018,0.9879113499000731,0.6705075959847135,0.6777191162114292
11289-11,Canny,1291,5580,198,58467,0.18262837743411192,0.3088516746494156,0.1878911366731496,0.8670248489008042,0.9128764813341563,0.9118347167970096
11289-11,Blackhat,1465,3051,24,60996,0.3226872246845223,0.4879267277354217,0.3244021257899823,0.9838817998667642,0.9523631083423855,0.9530792236328841
11289-11,UNet_no_TAFE,1453,1707,36,62340,0.4546307885026712,0.6250806625161307,0.45981012659937315,0.9758226998001462,0.9733476977844812,0.9734039306641031
11289-11,TAFE_channel,1193,191,296,63856,0.7101190476363024,0.8304907761980337,0.8619942196631507,0.8012088650234246,0.9970178150420831,0.9925689697265738
11289-11,TAFE_spatial,1338,505,151,63542,0.6710130391338509,0.8031212485053085,0.7259902333301145,0.8985896574950578,0.992115165425403,0.9899902343750153
11289-11,TAFE_full,1189,152,300,63895,0.724558196238601,0.8402826855180112,0.886651752432017,0.7985224983345519,0.9976267428607154,0.9931030273437605
11289-2,Otsu,2704,25125,64,37643,0.0969418850640055,0.17674935451457086,0.09716482806030699,0.9768786127175983,0.5997164160087948,0.615646362305274
11289-2,Adaptive,2547,20010,221,42758,0.11181842128759407,0.20114511352734,0.11291395132724691,0.9201589595404567,0.6812069844511834,0.6912994384770336
11289-2,Canny,1616,4732,1152,58036,0.21546666667712713,0.3545414655621485,0.2545683680016609,0.5838150289167697,0.9246112668877061,0.910217285156387
11289-2,Blackhat,2480,906,288,61862,0.6750136091541913,0.8059798505068901,0.73242764324476,0.8959537572291925,0.9855658934489141,0.9817810058594028
11289-2,UNet_no_TAFE,2567,1475,201,61293,0.6049964647748056,0.7538913362738048,0.6350816427601415,0.9273843930662072,0.9765007647209143,0.974426269531289
11289-2,TAFE_channel,1920,99,848,62669,0.6696895709916397,0.8021725506621648,0.9509658246681048,0.6936416185081777,0.9984227631914376,0.9855499267578346
11289-2,TAFE_spatial,2328,453,440,62315,0.7227569078012184,0.8390701027241112,0.8371089536196653,0.8410404624334884,0.9927829467244571,0.9863739013672083
11289-2,TAFE_full,1897,64,871,62704,0.6698446327800197,0.802283780930381,0.9673635900067638,0.6853323699535646,0.9989803721641617,0.9857330322265843
11289-3,Otsu,1723,24948,8,38857,0.06458263053688451,0.12132948384225994,0.06460200217815379,0.9953783939921792,0.6089961601761477,0.6192016601568311
11289-3,Adaptive,1668,22000,63,41805,0.07028780919864192,0.13134375369451023,0.07047490282630356,0.963604852688411,0.6551994357814354,0.6633453369145762
11289-3,Canny,1301,10398,430,53407,0.10726358315518787,0.1937453462457651,0.11120608599785275,0.751588677079631,0.8370347151479711,0.8347778320315021
11289-3,Blackhat,1721,11189,10,52616,0.13320433437203402,0.23509323134188173,0.13330751356209677,0.994222992490224,0.8246375675890218,0.8291168212893233
11289-3,UNet_no_TAFE,1614,916,117,62889,0.6097468832788159,0.7575686458634694,0.6379446640459311,0.9324090121356206,0.9856437583261725,0.9842376708984616
11289-3,TAFE_channel,1333,54,398,63751,0.74677871149878,0.8550352790296654,0.9610670511924249,0.7700751011109143,0.9991536713423727,0.9931030273437605
11289-3,TAFE_spatial,1391,149,340,63656,0.739893617035112,0.8505044328997095,0.9032467532530359,0.8035817446676151,0.9976647598150652,0.9925384521484489
